Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11
1993-94,173.2,234.7,151.0,18.2,51.0,85.8,228.6,280.1,186.6,
1994-95,176.0,239.2,155.0,18.6,64.8,102.0,240.4,288.9,186.2,
1995-96,185.3,252.1,165.9,20.7,78.9,110.9,255.8,298.2,210.5,
1996-97,189.4,252.1,171.6,26.7,88.6,123.0,259.4,308.8,206.4,
1997-98,180.5,245.7,167.1,30.3,90.7,111.3,250.5,301.1,197.9,
1998-99,191.0,241.2,179.3,34.4,101.6,132.3,260.6,301.1,182.1,
1999-00,190.2,233.5,185.0,44.9,97.1,144.9,259.8,313.2,183.7,
2000-01,192.6,237.9,190.2,44.1,98.7,149.3,264.7,314.4,197.9,
2001-02,194.2,244.4,200.3,45.7,102.8,155.0,272.8,327.0,218.9,
2002-03,175.6,207.6,189.0,29.1,93.1,148.1,267.9,306.8,177.7,
2003-04,192.2,230.7,205.6,36.8,99.5,168.4,279.2,308.8,198.7,
2004-05,195.4,239.6,212.1,43.3,110.1,163.1,281.7,308.0,212.1,
2005-06,197.1,242.8,206.0,32.8,110.5,134.0,286.9,303.9,220.1,
2006-07,199.9,250.5,203.6,36.4,106.4,146.9,282.9,299.0,218.1,
2007-08,191.0,233.9,198.8,36.4,106.4,138.9,290.1,276.0,225.0,
2008-09,165.5,182.1,182.1,38.4,95.1,126.7,279.2,254.1,211.2,
"(Production in ""000"" Bales)",,,,,,,,,,
1981-82,0.0,357.7,113.7,27.8,45.7,77.8,223.7,514.5,180.4,
1982-83,0.0,376.7,126.3,29.2,61.1,128.2,291.2,561.4,179.5,
1983-84,0.0,214.3,52.4,18.8,20.3,55.6,142.2,330.8,115.3,
1984-85,513.5,654.0,167.7,28.6,45.6,128.6,350.6,643.9,217.5,
1985-86,650.5,873.1,225.2,37.7,69.3,114.0,383.7,594.8,248.0,
1986-87,640.1,945.8,249.1,43.0,61.6,125.8,586.8,678.3,355.8,
1987-88,683.4,991.2,307.2,50.5,77.1,169.1,750.8,848.1,408.1,
1988-89,752.8,941.1,360.3,42.3,107.5,197.6,725.8,882.8,452.2,
1989-90,727.6,998.0,362.8,43.4,123.3,217.5,705.5,928.5,465.8,
1990-91,805.5,1113.1,448.8,45.9,132.3,226.2,877.5,1015.5,548.0,
1991-92,962.2,1375.6,626.6,91.0,234.9,366.2,1078.2,1366.4,807.4,
1992-93,531.4,832.8,466.5,62.4,185.9,325.1,904.7,1232.9,679.9,
1993-94,565.9,770.1,379.4,41.1,156.3,322.7,982.0,949.4,536.3,
1994-95,675.3,819.8,474.3,48.1,268.8,462.3,938.3,928.2,601.3,
1995-96,660.9,899.0,579.5,69.4,317.2,400.7,1041.1,1116.9,699.4,
1996-97,520.7,782.3,440.2,75.6,264.2,366.2,877.3,1189.4,649.8,
1997-98,449.4,624.6,435.5,74.9,315.6,358.6,1053.0,927.6,815.8,
1998-99,587.0,741.2,442.3,88.3,348.9,598.0,753.8,979.7,542.6,
1999-00,847.7,837.0,488.5,118.1,446.3,622.6,1150.2,1102.1,710.7,
2000-01,675.0,1010.3,609.5,90.9,417.5,674.2,1118.6,1227.1,578.1,
2001-02,676.3,867.1,589.2,81.3,430.5,761.0,1040.5,1035.7,598.9,
2002-03,627.2,767.4,599.3,63.1,411.2,650.6,968.1,1075.7,544.4,
2003-04,661.5,843.2,625.6,74.6,375.8,675.4,994.9,820.2,628.8,
2004-05,899.7,1106.9,867.7,130.1,528.5,829.3,1364.6,1612.9,967.6,
2005-06,930.6,1065.0,846.0,102.0,514.6,646.4,1159.8,1373.5,868.9,
2006-07,864.2,969.5,713.4,112.8,518.6,739.9,1348.4,1346.8,969.3,
2007-08,736.7,671.7,741.9,118.2,464.2,602.7,1153.7,1118.0,855.6,
2008-09,754.1,691.0,505.0,131.0,343.2,436.3,1220.6,1184.1,919.8,
District/ Year,Khairpur,Ghotki,Sukkur,N. Feroze,Nawabshah,Jacobabad,Kashmore,Shikarpur,,
1981-82,72.8,0.0,78.4,0.0,118.1,0.3,0.0,0.1,,
1982-83,52.2,0.0,76.7,0.0,126.0,0.4,0.0,0.1,,
1983-84,77.7,0.0,110.6,0.0,118.9,0.4,0.0,*,,
1984-85,76.9,0.0,116.5,0.0,125.3,0.3,0.0,0.1,,
1985-86,58.6,0.0,96.5,0.0,115.2,0.1,0.0,0.1,,
1986-87,72.3,0.0,95.7,0.0,118.3,0.1,0.0,0.0,,
1987-88,71.7,0.0,94.9,0.0,117.4,0.2,0.0,0.0,,
1988-89,69.8,0.0,92.5,0.0,115.7,0.2,0.0,0.0,,
1989-90,61.6,0.0,95.5,0.0,117.2,0.2,0.0,0.0,,
1990-91,62.4,0.0,96.3,0.0,117.2,0.1,0.0,0.0,,
1991-92,63.2,0.0,96.8,0,118.1,0.1,0.0,0.0,,
1992-93,51.2,0.0,92.0,36.5,41.3,0.1,0.0,0.0,,
1993-94,72.7,0.0,110.2,57.7,63.5,0.1,0.0,0.0,,
1994-95,54.7,0.0,93.3,39.2,46.7,0.1,0.0,0.0,,
1995-96,70.2,0.0,112.2,50.2,58.4,0.0,0.0,0.0,,
1996-97,77.8,94.6,29.9,56.4,66.2,0.0,0.0,0.0,,
1997-98,78.6,94.5,30.1,56.3,65.6,0.0,0.0,0.0,,
1998-99,79.4,106.7,34.9,58.8,69.2,0.0,0.0,0.0,,
1999-00,79.6,107.3,35.8,57.4,72.3,0.0,0.0,0.0,,
2000-01,71.5,88.0,28.3,39.9,60.2,0.0,0.0,0.0,,
2001-02,78.4,106.6,28.3,38.7,72.7,3.7,0.0,1.0,,
2002-03,72.2,117.3,28.8,31.0,64.9,8.0,0.0,5.0,,
2003-04,70.2,116.5,32.9,33.7,65.8,8.4,0.0,5.0,,
2004-05,81.4,108.7,38.4,45.8,64.3,9.5,0.0,5.7,,
2005-06,78.7,107.5,35.8,40.8,64.3,0.5,0.0,0.2,,
2006-07,75.3,108.4,34.2,37.1,58.2,0.0,0.2,0.3,,
2007-08,76.1,97.6,33.8,38.6,57.2,0.0,0.1,0.3,,
2008-09,78.9,76.9,30.2,36.9,46.3,0.0,0.0,0.1,,
"(Production in ""000"" Bales)",,,,,,,,,,
1981-82,159.6,0.0,187.1,0.0,285.6,0.5,0.0,0.2,,
1982-83,128.8,0.0,180.3,0.0,324.7,0.6,0.0,0.2,,
1983-84,130.7,0.0,192.3,0.0,243.7,0.4,0.0,*,,
1984-85,160.1,0.0,262.4,0.0,286.3,0.4,0.0,0.2,,
1985-86,132.5,0.0,235.4,0.0,294.5,0.2,0.0,0.2,,
1986-87,133.9,0.0,163.7,0.0,266.8,0.2,0.0,0.0,,
1987-88,142.6,0.0,186.5,0.0,276.4,0.3,0.0,0.0,,
1988-89,136.2,0.0,182.3,0.0,269.8,0.2,0.0,0.0,,
1989-90,120.8,0.0,189.0,0.0,288.4,0.1,0.0,0.0,,
1990-91,124.1,0.0,195.9,0.0,299.0,0.1,0.0,0.0,,
1991-92,154.3,0.0,253.5,0.0,316.0,0.1,0.0,0.0,,
1992-93,115.4,0.0,220.6,67.9,71.3,0.1,0.0,0.0,,
1993-94,197.1,0.0,311.6,165.5,185.8,0.1,0.0,0.0,,
1994-95,182.3,0.0,315.8,128.3,148.5,0.1,0.0,0.0,,
1995-96,253.1,0.0,410.9,179.7,211.5,0.0,0.0,0.0,,
1996-97,283.5,350.0,111.8,208.6,247.6,0.0,0.0,0.0,,
1997-98,290.6,388.2,122.0,211.6,249.0,0.0,0.0,0.0,,
1998-99,262.9,314.3,113.6,207.4,255.9,0.0,0.0,0.0,,
1999-00,260.7,380.5,122.7,211.5,316.7,0.0,0.0,0.0,,
2000-01,275.7,371.4,116.8,167.0,266.1,0.1,0.0,0.0,,
2001-02,363.0,518.4,133.7,170.3,332.3,13.2,0.0,3.2,,
2002-03,344.2,581.7,139.5,142.8,291.6,32.4,0.0,19.0,,
2003-04,269.4,388.0,114.1,132.0,295.7,26.8,0.0,16.7,,
2004-05,384.7,511.6,171.0,219.8,311.6,38.7,0.0,22.9,,
2005-06,274.8,408.0,150.7,184.8,271.4,1.6,0.0,0.8,,
2006-07,332.5,483.1,153.7,173.1,254.9,0.0,0.9,1.2,,
2007-08,337.7,434.9,140.9,168.8,243.5,0.0,0.5,1.1,,
2008-09,377.7,379.4,142.8,186.6,236.9,0.0,0.0,0.5,,
District/ Year,Larkana,K.S.Kot,Sanghar,Thar parkar,Mirpur khas,Umarkot,Dadu,Jamshoro,,
1981-82,0.1,0.0,147.0,116.7,0.0,0.0,6.2,0.0,,
1982-83,0.1,0.0,169.7,115.1,0.0,0.0,7.4,0.0,,
1983-84,0.2,0.0,143.0,93.6,0.0,0.0,7.0,0.0,,
1984-85,*,0.0,145.6,93.2,0.0,0.0,8.1,0.0,,
1985-86,0.0,0.0,147.7,93.7,0.0,0.0,5.5,0.0,,
1986-87,0.0,0.0,152.0,97.4,0.0,0.0,6.1,0.0,,
1987-88,0.0,0.0,148.9,96.9,0.0,0.0,6.1,0.0,,
1988-89,0.0,0.0,126.4,72.1,0.0,0.0,5.3,0.0,,
1989-90,0.0,0.0,128.7,75.8,0.0,0.0,4.2,0.0,,
1990-91,0.0,0.0,113.0,69.3,0.0,0.0,3.9,0.0,,
1991-92,0.0,0.0,118.2,70.3,0.0,0.0,3.5,0.0,,
1992-93,0.0,0.0,76.3,0.0,52.8,0.0,2.5,0.0,,
1993-94,0.0,0.0,110.7,0.0,71.3,0.0,3.3,0.0,,
1994-95,0.0,0.0,82.0,0.0,50.0,0.0,1.9,0.0,,
1995-96,0.0,0.0,109.9,0.0,70.8,0.0,1.6,0.0,,
1996-97,0.0,0.0,123.6,0.0,50.4,36.4,2.7,0.0,,
1997-98,0.0,0.0,124.3,0.0,50.2,34.9,2.5,0.0,,
1998-99,0.0,0.0,126.3,0.0,51.8,35.2,2.9,0.0,,
1999-00,0.0,0.0,128.9,0.0,50.3,33.2,3.7,0.0,,
2000-01,0.0,0.0,107.5,0.0,76.2,0.0,2.7,0.0,,
2001-02,1.3,0.0,107.4,0.0,49.7,0.0,7.3,0.0,,
2002-03,5.3,0.0,102.3,0.3,45.5,0.0,8.3,0.0,,
2003-04,5.8,0.0,104.3,0.2,56.2,0.0,11.2,0.0,,
2004-05,6.6,0.0,135.8,0.3,54.6,0.0,15.1,0.0,,
2005-06,3.8,0.0,140.8,0.9,66.2,0.0,24.9,0.0,,
2006-07,3.7,0.0,103.4,1.0,35.8,21.9,11.6,12.7,,
2007-08,2.9,0.0,132.4,1.0,37.2,26.8,11.2,14.1,,
2008-09,3.6,0.0,122.9,0.7,35.3,23.2,9.2,17.5,,
"(Production in ""000"" Bales)",,,,,,,,,,
1981-82,0.1,0.0,378.4,288.4,0.0,0.0,12.6,0.0,,
1982-83,0.2,0.0,429.4,270.3,0.0,0.0,13.5,0.0,,
1983-84,0.2,0.0,291.4,164.2,0.0,0.0,11.6,0.0,,
1984-85,0.1,0.0,341.2,186.4,0.0,0.0,17.1,0.0,,
1985-86,0.0,0.0,345.8,237.0,0.0,0.0,8.0,0.0,,
1986-87,0.0,0.0,349.0,198.8,0.0,0.0,9.1,0.0,,
1987-88,0.0,0.0,362.1,203.6,0.0,0.0,9.6,0.0,,
1988-89,0.0,0.0,221.5,123.3,0.0,0.0,8.0,0.0,,
1989-90,0.0,0.0,218.6,116.6,0.0,0.0,6.6,0.0,,
1990-91,0.0,0.0,203.2,135.2,0.0,0.0,6.1,0.0,,
1991-92,0.0,0.0,301.1,182.9,0.0,0.0,5.6,0.0,,
1992-93,0.0,0.0,145.9,0.0,105.1,0.0,2.9,0.0,,
1993-94,0.0,0.0,291.8,0.0,190.7,0.0,5.6,0.0,,
1994-95,0.0,0.0,252.4,0.0,149.1,0.0,4.1,0.0,,
1995-96,0.0,0.0,378.8,0.0,242.1,0.0,2.5,0.0,,
1996-97,0.0,0.0,474.5,0.0,191.4,135.2,5.1,0.0,,
1997-98,0.0,0.0,524.9,0.0,184.6,125.7,8.2,0.0,,
1998-99,0.0,0.0,469.9,0.0,178.7,109.1,9.6,0.0,,
1999-00,0.0,0.0,574.1,0.0,139.4,84.3,12.3,0.0,,
2000-01,0.0,0.0,485.3,0.0,267.0,0.0,9.9,0.0,,
2001-02,4.2,0.0,482.6,0.0,171.3,0.0,32.9,0.0,,
2002-03,20.5,0.0,443.9,0.8,149.9,0.0,37.8,0.0,,
2003-04,19.7,0.0,442.2,0.5,248.3,0.0,51.4,0.0,,
2004-05,27.2,0.0,678.4,1.1,253.9,0.0,69.8,0.0,,
2005-06,13.7,0.0,619.0,2.7,296.2,0.0,101.2,0.0,,
2006-07,15.0,0.0,345.9,2.8,144.2,81.4,49.5,52.9,,
2007-08,12.2,0.0,518.1,3.9,148.5,106.1,45.5,55.0,,
2008-09,15.2,0.0,656.9,3.5,185.7,114.4,38.6,75.2,,
District/ Year,Hyderabad,Matiari,Tando Allahyar,T.M.Khan,Badin,Thatta,Karachi,,,
1981-82,78.5,0.0,0.0,0.0,19.2,0.5,0.0,,,
1982-83,83.8,0.0,0.0,0.0,14.6,0.9,0.0,,,
1983-84,88.3,0.0,0.0,0.0,14.6,1.2,0.0,,,
1984-85,88.8,0.0,0.0,0.0,14.7,1.6,0.0,,,
1985-86,84.5,0.0,0.0,0.0,11.9,1.6,0.0,,,
1986-87,85.9,0.0,0.0,0.0,9.1,1.4,0.0,,,
1987-88,83.5,0.0,0.0,0.0,9.0,1.0,0.0,,,
1988-89,74.3,0.0,0.0,0.0,6.9,0.8,0.0,,,
1989-90,71.9,0.0,0.0,0.0,6.0,0.2,0.0,,,
1990-91,70.0,0.0,0.0,0.0,4.2,0.2,0.0,,,
1991-92,73.1,0.0,0.0,0.0,4.1,0.2,0.0,,,
1992-93,42.3,0.0,0.0,0.0,2.4,0.0,0.0,,,
1993-94,61.8,0.0,0.0,0.0,3.5,0.1,0.0,,,
1994-95,36.8,0.0,0.0,0.0,0.9,0.0,0.0,,,
1995-96,53.6,0.0,0.0,0.0,2.3,0.1,0.0,,,
1996-97,60.3,0.0,0.0,0.0,2.8,0.1,0.0,,,
1997-98,60.5,0.0,0.0,0.0,2.7,0.1,0.0,,,
1998-99,61.9,0.0,0.0,0.0,3.0,0.1,0.0,,,
1999-00,61.9,0.0,0.0,0.0,3.0,0.1,0.0,,,
2000-01,47.4,0.0,0.0,0.0,1.8,0.1,0.0,,,
2001-02,48.2,0.0,0.0,0.0,3.2,0.9,0.0,,,
2002-03,47.0,0.0,0.0,0.0,6.2,0.5,0.0,,,
2003-04,48.3,0.0,0.0,0.0,2.4,0.5,0.0,,,
2004-05,63.7,0.0,0.0,0.0,4.7,0.5,0.0,,,
2005-06,66.3,0.0,0.0,0.0,5.7,0.7,0.0,,,
2006-07,5.9,29.2,17.6,3.7,9.4,0.5,*,,,
2007-08,6.8,32.9,18.2,4.5,14.9,0.8,*,,,
2008-09,7.0,33.1,20.8,4.4,13.6,0.8,0.1,,,
"(Production in ""000"" Bales)",,,,,,,,,,
1981-82,193.8,0.0,0.0,0.0,43.0,0.9,0.0,,,
1982-83,203.8,0.0,0.0,0.0,31.0,1.7,0.0,,,
1983-84,162.1,0.0,0.0,0.0,12.4,1.0,0.0,,,
1984-85,199.9,0.0,0.0,0.0,19.7,1.8,0.0,,,
1985-86,183.4,0.0,0.0,0.0,9.6,2.6,0.0,,,
1986-87,173.2,0.0,0.0,0.0,7.5,2.4,0.0,,,
1987-88,182.6,0.0,0.0,0.0,8.3,1.7,0.0,,,
1988-89,159.9,0.0,0.0,0.0,5.9,0.9,0.0,,,
1989-90,158.7,0.0,0.0,0.0,4.4,0.2,0.0,,,
1990-91,158.1,0.0,0.0,0.0,2.8,0.1,0.0,,,
1991-92,185.0,0.0,0.0,0.0,4.5,0.2,0.0,,,
1992-93,84.3,0.0,0.0,0.0,2.0,0.0,0.0,,,
1993-94,162.7,0.0,0.0,0.0,6.0,0.1,0.0,,,
1994-95,99.9,0.0,0.0,0.0,1.6,0.0,0.0,,,
1995-96,177.5,0.0,0.0,0.0,5.3,0.1,0.0,,,
1996-97,235.8,0.0,0.0,0.0,6.6,0.1,0.0,,,
1997-98,223.8,0.0,0.0,0.0,6.8,0.1,0.0,,,
1998-99,207.3,0.0,0.0,0.0,5.3,0.1,0.0,,,
1999-00,269.8,0.0,0.0,0.0,5.3,0.1,0.0,,,
2000-01,178.0,0.0,0.0,0.0,3.7,0.1,0.0,,,
2001-02,207.1,0.0,0.0,0.0,8.0,2.9,0.0,,,
2002-03,187.6,0.0,0.0,0.0,18.5,1.6,0.0,,,
2003-04,228.2,0.0,0.0,0.0,8.1,1.7,0.0,,,
2004-05,303.5,0.0,0.0,0.0,20.4,2.1,0.0,,,
2005-06,301.7,0.0,0.0,0.0,19.2,2.2,0.0,,,
2006-07,24.4,135.6,80.8,18.4,45.8,2.1,0.0,,,
2007-08,25.7,129.8,78.2,17.3,65.1,3.3,0.1,,,
2008-09,51.8,251.6,137.6,28.5,90.3,4.7,0.5,,,
District/ Year,Peshawar,Charsadda,Nowshera,Mardan,Swabi,Kohat,Hangu,Karak,Mansehra,
1981-82,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,
1982-83,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,
1983-84,0.1,0.0,0.0,*,0.0,0.0,0.0,0.0,0.0,
1984-85,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,
1985-86,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,
1986-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1987-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1988-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1990-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1991-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1992-93,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,
1993-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1995-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1996-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1997-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1998-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1999-00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2001-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2006-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2007-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2008-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"(Production in ""000"" Blaes)",,,,,,,,,,
1981-82,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,
1982-83,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,
1983-84,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,
1984-85,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,
1985-86,0.0,0.0,0.0,0.1,0.0,0.0,0.0,*,0.0,
1986-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1987-88,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1988-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1989-90,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
1990-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1991-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1992-93,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,
1993-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1995-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1996-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1997-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1998-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1999-00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2001-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2006-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2007-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2008-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
District/ Year,Battagram,Abbottaba d,Haripur,Kohistan,Malakand,Swat,Bunir,Shangla,Dir Lower,
1981-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1982-83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1984-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1985-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1986-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1987-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1988-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1990-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1991-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1992-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1993-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1995-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1996-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1997-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1998-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1999-00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2001-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2006-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2007-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2008-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"(Production in ""000"" Blaes)",,,,,,,,,,
1981-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1982-83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1983-84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1984-85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1985-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1986-87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1987-88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1988-89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1989-90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1990-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1991-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1992-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1993-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1994-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1995-96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1996-97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1997-98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1998-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1999-00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2001-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2002-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2004-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2006-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2007-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2008-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
District/ Year,Dir Upper,Chitral,D.I.Khan,Tank,Bannu,Lakki Marwat,Mohmand Agency,Khyber,Kurram,
1981-82,0.0,0.0,2.3,0.0,0.3,0.0,0.0,0.0,0.0,
1982-83,0.0,0.0,2.2,0.0,0.3,0.0,0.0,0.0,0.0,
1983-84,0.0,0.0,2.1,0.0,0.3,0.0,0.0,0.0,0.0,
1984-85,0.0,0.0,2.1,0.0,0.2,0.0,0.0,0.0,0.0,
1985-86,0.0,0.0,2.0,0.0,0.1,0.0,0.0,0.0,0.0,
1986-87,0.0,0.0,2.0,0.0,0.2,0.0,0.0,0.0,0.0,
1987-88,0.0,0.0,1.9,0.0,0.2,0.0,0.0,0.0,0.0,
1988-89,0.0,0.0,1.2,0.0,0.2,0.0,0.0,0.0,0.0,
1989-90,0.0,0.0,0.9,0.0,0.2,0.0,0.0,0.0,0.0,
1990-91,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,
1991-92,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,
